word	kept	dropped	passes	tier
和裁	32 33	42	32 33 | 32 42 | 32 33	jmdict
和製	11	33	11 33 | 11 | 11	jmdict
和訳	31	32	31 32 | 31 | 31	jmdict
和風	13 33	18	13 33 | 18 33 | 13 33	jmdict
咳	56 57	15	15 56 | 56 57 | 57	jmdict
哀れ	30	13	30 | 13 30 | 30	jmdict
哀切	30	13	13 30 | 30 | 30	jmdict
品位	13	33 34	13 | 13 33 | 13 34	jmdict
品切れ	19 37	12 13	19 37 | 12 19 | 13 37	jmdict
品名	40	31	40 | 40 | 31	corpus
品品	40	11	40 | 11 | 40	corpus
品薄	19	13	19 | 13 19 | 19	jmdict
品評	31 35	32	31 35 | 31 35 | 31 32	jmdict
員	24	20	24 | 24 | 20 24	jmdict
員数	19	24	19 | 19 | 19 24	jmdict
哨戒	36	15	36 | 36 | 15	jmdict
唆し	31	30 35	31 | 31 | 30 35	corpus
唐辛子	43	54	43 | 43 | 43 54	jmdict
唯一	11 19	13	11 19 | 13 | 11 19	corpus
唱歌	32	33	32 | 32 33 | 32	jmdict
商	24	38	24 38 | 24 | 24	corpus
商事	38	37	38 | 38 | 37 38	corpus
商務省	27	36	27 36 | 27 | 27	corpus
商号	31	27 38	31 | 31 38 | 27 31	jmdict
商学	32	38	32 38 | 32 | 32	jmdict
商家	27 44	38	44 | 27 38 | 27 44	jmdict
商店	38	27 44	38 44 | 38 | 27 38	jmdict
商店街	26 47	27 38	27 47 | 26 38 | 26 47	jmdict
商慣習	33 38	37	33 38 | 33 38 | 33 37	jmdict
商業	38	37	37 38 | 38 | 38	corpus
商標	37	31 34	37 | 31 37 | 34 37	jmdict
商法	34	36 37	34 37 | 34 | 34 36	jmdict
商科	38	27 32 33	27 38 | 33 38 | 32 38	jmdict
商船	38 45	40	40 45 | 38 45 | 38 45	jmdict
問	31	10 34	31 34 | 31 | 10 31	corpus
問いかけ	31	30	31 | 30 31 | 31	corpus
問題	10	13 30	10 13 | 10 30 | 10	corpus
問題点	10	13	10 | 10 13 | 10	corpus
啓蒙	31 32	30 33	30 32 | 31 33 | 31 32	jmdict
善意	30	34	30 | 30 34 | 30	corpus
善戦	15	30 35	15 | 15 30 | 15 35	jmdict
善玉	51	11 53	11 51 | 51 53 | 51	jmdict
善良	13	30	13 | 30 | 13	jmdict
善行	34	30 33	34 | 30 34 | 33 34	jmdict
喚起	30 31	15	30 31 | 31 | 15 30	corpus
喜望峰	17	50 52	17 | 17 52 | 17 50	jmdict
喧嘩	35	15	15 35 | 35 | 35	jmdict
喧騒	50	10	10 50 | 50 | 50	jmdict
喪主	20 33	25	20 33 | 20 33 | 25	jmdict
喪失	15	57	15 57 | 15 | 15	corpus
喫緊	16	13	13 16 | 16 | 16	jmdict
喫茶	33 38	35 44	33 35 | 38 44 | 33 38	jmdict
喫茶店	38 44	27	38 44 | 27 44 | 38 44	jmdict
営み	33	10 15 38	10 15 | 33 38 | 33	jmdict
営団	27	38	27 38 | 27 | 27	corpus
営為	15	38	15 38 | 15 | 15	jmdict
営繕	38	44	38 | 38 | 38 44	jmdict
営農	38	47	38 | 38 | 38 47	jmdict
嘉納	20	37	37 | 20 | 20	jmdict
嘔吐	15 57	56	15 57 | 15 57 | 15 56	jmdict
嘱託	24	34	24 | 24 | 24 34	jmdict
器官	56	53	53 56 | 56 | 56	jmdict
噴火	50	15	15 50 | 50 | 50	jmdict
囚われ	34	30	34 | 34 | 30	jmdict
四つ切り	19	40	19 40 | 19 | 19	jmdict
四人	19	20	19 | 19 20 | 19	jmdict
四分五裂	13	15	15 | 13 | 13	jmdict
四天王	20	24	20 | 20 | 20 24	jmdict
四手		32 35 45	45 | 35 | 32	jmdict
四死球		15 19 33	33 | 19 | 15	jmdict
四球	19	10	19 | 19 | 10	jmdict
四角	18	19	18 | 18 19 | 18	jmdict
回し	15	35	15 | 15 | 15 35	corpus
回り道	17	30	17 | 17 | 17 30	jmdict
回付	36	15 31 35	35 | 15 36 | 31 36	jmdict
回廊	44	17	44 | 17 44 | 44	jmdict
回生	15	20 24	20 24 | 15 | 15	jmdict
回線	45	17 47	45 47 | 45 | 17 45	corpus
回覧	31	35	31 | 31 | 31 35	jmdict
回路	45	51	45 | 45 51 | 45	corpus
回転	15	19	15 19 | 15 | 15	corpus
回遊	15	17	15 | 15 | 15 17	jmdict
回顧	30	31	30 | 30 | 30 31	jmdict
因	10	15	10 | 10 | 10 15	corpus
因子	10	11	10 | 10 | 10 11	jmdict
因果	10	13	10 | 10 | 10 13	corpus
因縁	10	33 35	10 | 10 35 | 10 33	jmdict
団交	35	36 38	35 | 35 36 | 35 38	jmdict
団員	24	27	24 27 | 24 | 24	jmdict
団地	44	26 47	26 44 | 44 | 44 47	jmdict
団結	35	27	35 | 35 | 27 35	jmdict
困窮	13	37	13 37 | 13 | 13	jmdict
困難	13	10 19	13 | 10 13 | 13 19	corpus
囲	17	47	17 | 17 47 | 17	corpus
囲い	40 44	17 45	40 | 40 44 | 17 44 45	corpus
囲み		15 17 18 40	18 | 17 40 | 15	jmdict
囲碁	33	32	32 33 | 33 | 33	jmdict
図	31 32 40	18	31 32 | 18 32 40 | 31 32 40	corpus
図式	18 32	30	30 32 | 18 32 | 18 32	jmdict
図形	18	40	18 | 18 40 | 18	corpus
図書	32	31	32 | 32 | 31 32	corpus
図柄	18	32	18 32 | 18 | 18	jmdict
図表	31 32	40	31 32 | 31 40 | 31 32	corpus
図録	32	31 40	32 | 32 40 | 31 32	jmdict
図鑑	32	40	32 40 | 32 | 32	jmdict
固め	30	15	30 | 30 | 15 30	jmdict
固化	15	51	15 | 15 | 15 51	jmdict
固定	15 18	13	15 | 13 18 | 15 18	corpus
固定票	36	34	36 | 34 | 36	jmdict
固定費	37	38	37 | 37 | 37 38	jmdict
固形	18	19	18 19 | 18 | 18	jmdict
固有	13	11	13 | 13 | 11 13	corpus
国事	36	10	36 | 36 | 10 36	jmdict
国交	26 35	36	26 35 | 26 36 | 26 35	jmdict
国体	33	26	33 | 33 | 26 33	jmdict
国光		40 43 54	54 | 40 | 43	jmdict
国内旅行	33	15 35	33 | 15 33 | 33 35	jmdict
国勢	26	13 19	19 26 | 26 | 13 26	corpus
国勢調査	31 38	36	36 | 31 38 | 31 38	jmdict
国史	33	32	33 | 33 | 32 33	corpus
国営	27	36	27 | 27 36 | 27	corpus
国土計画	26 36	30	26 36 | 26 36 | 30 36	jmdict
国定	36	26	36 | 36 | 26 36	jmdict
国家	26	36	26 36 | 26 | 26	corpus
国家主義	30 36	33	30 36 | 30 36 | 30 33	jmdict
国家公安委員会	27	36	27 | 27 | 27 36	jmdict
国富	37	26	37 | 37 | 26 37	jmdict
国対	36	27	27 36 | 36 | 36	jmdict
国府	26	27 36 44	26 27 | 26 36 | 26 44	jmdict
国情	26	10	10 26 | 26 | 26	corpus
国教	33	36	33 36 | 33 | 33	jmdict
国文学	32	33	32 | 32 33 | 32	jmdict
国是	36	10	36 | 10 36 | 36	jmdict
国書	31	36 40	31 40 | 31 | 31 36	jmdict
国有	25	34 37	25 | 34 | 25 37	corpus
国柄	33	13 26	33 | 33 | 13 26 33	jmdict
国歌	31 32	33	32 33 | 31 32 | 31 32	jmdict
国民	20	26	20 | 20 | 20 26	corpus
国民審査	36	34	36 | 36 | 34 36	jmdict
国民性	20 33	13	13 20 | 20 33 | 33	jmdict
国民投票	36	34	36 | 36 | 34 36	jmdict
国民総生産	19 38	37	19 38 | 37 | 19 38	jmdict
国王	20 36	25	20 36 | 20 36 | 20 25 36	jmdict
国益	26 34	36	26 36 | 26 34 | 26 34	jmdict
国税局	27	36	27 | 27 | 27 36	jmdict
国税庁	27	36	27 36 | 27 | 27	jmdict
国立	27	26	26 27 | 27 | 27	corpus
国立劇場	27 44	32	27 32 44 | 27 44 | 27 44	jmdict
国立博物館	27 44	32	27 44 | 27 32 | 27 44	jmdict
国策	36	38	36 38 | 36 | 36	jmdict
国籍	23	20 26	20 23 | 23 | 23 26	corpus
国粋主義	30 36	33	30 36 | 30 33 | 30 36	jmdict
国花	54	33	33 54 | 54 | 54	jmdict
国語学	32	30 33	32 | 30 33 | 32	jmdict
国語辞典	31 40	32	31 40 | 32 40 | 31 40	jmdict
国論	30 36	31	31 | 30 36 | 30 36	jmdict
国警	27	36	27 | 27 36 | 27	corpus
国際人	20	24	20 24 | 20 | 20	jmdict
国際化	15 33	26 32	32 33 | 15 33 | 15 26	corpus
国際法	34 36	31	34 36 | 34 | 31 36	corpus
園内	17	47	17 47 | 17 | 17	jmdict
土中	17	47	17 | 17 47 | 17	jmdict
土人	23	20	23 | 20 | 23	jmdict
土俵	17 44	47	17 44 | 44 47 | 17 44	jmdict
土俵入り	33	32	33 | 32 33 | 33	jmdict
土偶	33 40	32	33 40 | 33 40 | 32 33	jmdict
土台	40	17 18 41 45	17 40 | 18 41 | 40 45	corpus
土地	47	17	17 47 | 47 | 47	jmdict
土塀	44	45	44 45 | 44 | 44	jmdict
土壇場	16	17	16 | 16 | 16 17	jmdict
土手	17 47	50	17 47 | 47 50 | 17 47	jmdict
土方	24	38	24 38 | 24 | 24	jmdict
土産	40	33	33 40 | 40 | 40	jmdict
土用	16	33	16 33 | 16 | 16	jmdict
土着	33	13	33 | 33 | 13 33	jmdict
土砂	41 50	51	41 51 | 41 50 | 41 50	jmdict
土製	40	41 51	40 | 41 | 40 51	jmdict
土質	51	47 50	50 51 | 51 | 47 51	jmdict
土足	42	33	33 | 42 | 42	jmdict
圧勝	14	10 15	10 14 | 14 | 15	jmdict
圧巻	13	10 19 32	10 32 | 13 | 13 19	jmdict
圧死	57	15	57 | 57 | 15 57	jmdict
圧殺	15	36	15 | 15 | 15 36	jmdict
圧縮	15	19	15 | 15 | 15 19	corpus
圧縮空気	51	50	51 | 51 | 50 51	jmdict
在任	16	15 36	16 36 | 16 | 15	jmdict
在位	36	16 25	36 | 25 36 | 16 36	jmdict
在外	17	26	17 | 17 | 17 26	jmdict
在宅	17 33	38	17 33 | 17 33 | 33 38	corpus
在家	33	20	33 | 33 | 20 33	jmdict
在席	12	10 17	10 | 12 17 | 12	corpus
在校		12 15 33	12 | 33 | 15	jmdict
在留	12	25	25 | 12 | 12	corpus
在籍	38	12 25 33	33 | 12 38 | 25 38	corpus
在職	38	34	38 | 38 | 34	corpus
在野	25 36	33	25 33 | 25 36 | 25 36	corpus
地下資源	41 47	50 51	47 51 | 41 47 | 41 50	jmdict
地下道	44	17 47	44 47 | 17 44 | 44	jmdict
地下鉄	45	26 44	26 45 | 44 45 | 45	corpus
地中海	52	17 26	52 | 17 26 52 | 52	jmdict
地価	37	47	37 47 | 37 | 37	jmdict
地元	26	17	26 | 17 26 | 26	corpus
地力	14	47	14 47 | 14 | 14	jmdict
地合い	13	37 50	13 50 | 13 | 13 37	jmdict
地名	17	31	17 31 | 17 | 17	jmdict
地味	13	18	13 | 13 | 13 18	jmdict
地図	40	17 31	31 40 | 40 | 17 40	corpus
地域別	17	26	17 | 26 | 17	corpus
地域社会	26	33	26 | 26 33 | 26	jmdict
地学	32	33	32 | 33 | 32	jmdict
地帯	17	26	17 26 | 17 | 17	corpus
地底	17	50	17 50 | 17 | 17	jmdict
地政学	30 33	36	30 33 | 30 33 | 30 36	corpus
地方行政	36	26 38	36 38 | 26 36 | 36	jmdict
地獄	50	10 17	17 | 10 50 | 50	jmdict
地球儀	45	40 52	45 | 45 52 | 40 45	jmdict
地理	33	17	33 | 17 33 | 33	corpus
地盤	17 47	51	47 | 17 47 | 17 51	jmdict
地縁	22 33	26	22 | 22 33 | 26 33	jmdict
地肌	56	47	47 56 | 56 | 56	jmdict
地蔵	32 53	33 55	53 55 | 32 53 | 32 33	jmdict
地誌	26 32	33	32 33 | 26 32 | 26 32	jmdict
地面	17 50	51	17 50 | 17 50 | 17 51	jmdict
坂道	17	47	17 | 17 47 | 17	jmdict
均一	13 19	18	13 18 | 13 19 | 13 19	corpus
均整	18	13 19	13 18 | 18 19 | 18	jmdict
均質	13 18	19	13 18 | 13 19 | 13 18	jmdict
坊主	24	20	24 | 20 24 | 24	jmdict
坑道	17 44	47	44 47 | 17 44 | 17 44	jmdict
坪	19	47	19 47 | 19 | 19	jmdict
垂	18	40 42 45	18 | 40 42 | 18 45	corpus
垂れ	18	15 40	18 | 18 40 | 15	jmdict
型	11 18	40	11 18 | 11 18 | 18 40	corpus
型破り	13	30	13 | 13 30 | 13	jmdict
型録	31 40	32	31 40 | 31 32 | 31 40	jmdict
垢	56	40 51	56 | 40 56 | 51	jmdict
垣	44 45	47	44 45 | 44 45 | 44 47	jmdict
垣根	17 44	40 45 47	40 47 | 17 44 45 | 17 44	jmdict
埋め合わせ	15 35	37	15 35 | 15 35 | 15 37	jmdict
埋葬	33 57	15	57 | 33 57 | 15 33	jmdict
埋蔵	15	12 47	15 | 12 47 | 15	jmdict
城下町	26	44	26 44 | 26 | 26	jmdict
城跡	44	26 47	44 47 | 44 | 26 44	jmdict
埠頭	44 47	17	44 47 | 44 47 | 17 44	jmdict
埴輪	32 40	33	32 33 | 32 40 | 32 40	jmdict
執事	24	25	24 25 | 24 | 24	jmdict
執刀	15	24	15 24 | 15 | 15	jmdict
執拗さ	13	14 30	13 14 | 13 30 | 13	corpus
培養	15	38 53	15 38 | 15 | 15 53	jmdict
基		10 19 41	19 | 10 | 41	corpus
基底	18	17 30	18 | 17 18 | 18 30	corpus
基本	10 30	11	10 11 | 10 30 | 10 30	corpus
基盤	41	17 27 30 44 45	27 44 | 30 41 | 17 41 45	corpus
基督	20	23	20 | 20 | 23	jmdict
基礎	10 30	19	10 30 | 10 19 | 10 30	corpus
基軸	10	13 30	10 | 10 30 | 10 13	jmdict
堀	44 47	17	44 47 | 17 44 47 | 44 47	jmdict
堀川	17	26	17 | 17 26 | 17	jmdict
堀江	20	17	17 | 20 | 20	jmdict
堅守	36	15 30	30 36 | 36 | 15	jmdict
堅持	30	34	30 34 | 30 | 30	jmdict
堕落	15	13 30	15 | 13 15 | 15 30	jmdict
堪忍袋	40	45	40 | 40 45 | 40	jmdict
堰	45 47	44	44 45 | 45 47 | 45 47	jmdict
報い	10 15	13 30	10 15 | 13 15 | 10 30	jmdict
報奨	37	34	37 | 34 37 | 37	corpus
報復	15 35	36	15 35 | 15 35 | 15 36	corpus
報道	31	33	31 33 | 31 | 31	corpus
報道機関	27	31	27 | 27 | 27 31	corpus
報道陣	24	22 31	24 31 | 22 24 | 24	jmdict
場合	10	13	10 | 10 | 10 13	corpus
塊	18 19	51	18 19 | 18 19 | 19 51	jmdict
塗り	15	18 32	15 | 15 32 | 15 18	corpus
塚	17	44	17 | 17 | 17 44	jmdict
塩分	43 51	19	43 51 | 19 51 | 43 51	jmdict
塩害	50	15	50 | 15 50 | 50	jmdict
塩漬け	43	37	43 | 37 43 | 43	jmdict
境界	17	18 19	17 | 17 19 | 17 18	corpus
境界条件	10 19	30	10 19 | 10 30 | 10 19	corpus
墓前	17 44	33	17 44 | 17 44 | 17 33	jmdict
墓参り	33 35	57	33 35 | 35 57 | 33	jmdict
墓地	47	33 44	33 47 | 47 | 44 47	jmdict
墓所	44	17 47	17 44 | 44 | 44 47	jmdict
墓標	40 44	57	44 | 40 44 | 40 57	jmdict
墓穴	44	17	44 | 17 44 | 44	jmdict
増し	19	15	19 | 15 19 | 19	corpus
増刷	32	15	32 | 32 | 15 32	jmdict
増収	37	15 38	15 37 | 37 38 | 37	jmdict
増員	15	19 38	15 19 | 15 38 | 15	jmdict
増幅	15	14 19	15 19 | 14 15 | 15	corpus
増援	15	14	15 | 14 15 | 15	jmdict
増枠	19	15 34	19 | 19 34 | 15 19	corpus
増派	15	27	15 | 15 27 | 15	jmdict
増発	15 37	38	15 38 | 15 37 | 15 37	jmdict
増設	15	38	15 | 15 | 15 38	jmdict
増長	30	13 14	14 | 13 30 | 30	jmdict
墨	41 51	43	41 51 | 41 43 | 41 51	jmdict
墳丘	17 44	33	17 44 | 17 44 | 17 33	jmdict
壁新聞	31 32	40	31 32 | 31 40 | 31 32	jmdict
壇上	17	44	17 | 17 | 17 44	jmdict
壊死	57	15	15 57 | 57 | 57	jmdict
壊滅	15	36	15 | 15 | 15 36	corpus
壕	44	47	44 | 44 | 44 47	jmdict
士気	30	14	14 30 | 30 | 30	jmdict
壮観	13	18	13 | 13 18 | 13	jmdict
声優	24	32	24 | 24 32 | 24	jmdict
売り主	24	37	24 | 24 37 | 24	jmdict
売り切れ	37	15	37 | 15 37 | 37	jmdict
売り場	37 44	17	37 44 | 17 37 44 | 44	jmdict
売れ筋	40	37	40 | 40 | 37	jmdict
売れ筋ランキング	37	11	37 | 11 37 | 37	jmdict
売れ行き	37	19	37 | 37 | 19 37	jmdict
売名	31	35	31 | 31 | 35	jmdict
売国奴	20	25 36	20 25 | 20 36 | 20	jmdict
変わり目	16	15	15 16 | 16 | 16	jmdict
変則	13	18	13 18 | 13 | 13	jmdict
変動	13 15	19	13 15 19 | 13 15 | 13 15	corpus
変化球	45	40	45 | 45 | 40 45	jmdict
変性	15	50	15 | 15 50 | 15	jmdict
変態	13 15	18	15 18 | 13 15 | 13 15	jmdict
変数	30	10 19 31	30 | 10 19 | 30 31	corpus
変異	15	11	15 | 15 | 11 15	corpus
変種	11	15	11 15 | 11 | 11	corpus
変節	15	30	15 | 15 30 | 15	jmdict
変装	33	15 18 42	15 42 | 33 | 18 33	jmdict
変調	15	13	15 | 13 15 | 15	jmdict
変革	15	36	15 | 15 36 | 15	jmdict
夏山	50	16 47 52	16 52 | 50 | 47 50	jmdict
夏祭り	33	35	33 35 | 33 | 33	jmdict
夏至	16	52	16 | 16 52 | 16	jmdict
夕刊	31	40	31 | 31 40 | 31	jmdict
夕暮れ	16	50	16 50 | 16 | 16	jmdict
外れ	13 15	10	15 | 10 13 | 13 15	corpus
外交団	27	36	27 36 | 27 | 27	jmdict
外交機関	27	36	27 | 27 | 27 36	corpus
外付け	45	40	45 | 40 45 | 45	jmdict
外側	18	13 19	13 18 | 18 | 18 19	corpus
外向	13	18	13 | 13 | 13 18	corpus
外堀	17 44	47	17 44 | 17 44 | 17 47	jmdict
外宮	44	33	33 44 | 44 | 44	jmdict
外敵	22	55	22 | 22 | 22 55	jmdict
外来	24 33	23 38	24 38 | 23 33 | 24 33	jmdict
外気	50	51	50 51 | 50 | 50	jmdict
外界	17	26 50	17 | 17 26 | 17 50	jmdict
外装	18 40	45	40 45 | 18 40 | 18 40	jmdict
外角	19	17 18	17 | 19 | 18 19	jmdict
外資	37	38	37 | 37 | 37 38	jmdict
外遊	15	33 35 36	15 33 | 15 36 | 15 35	jmdict
外部委託	38	37	37 38 | 38 | 38	corpus
外野	17 22	24	17 22 | 17 24 | 17 22	jmdict
多人数	20	19	20 | 20 | 19 20	jmdict
多元	11	19	11 | 11 19 | 11	jmdict
多勢	19	20 22	19 20 | 19 | 19 22	jmdict
多忙	13	30	30 | 13 | 13	jmdict
多才	13	30	13 | 30 | 13	jmdict
多数決	34 36	30	34 36 | 30 36 | 34 36	jmdict
多様化	15	11 13	13 15 | 11 15 | 15	corpus
多様性	13	11 19	11 13 | 13 19 | 13	jmdict
多段階	19	11	19 | 19 | 11 19	corpus
多湿	50	13	13 50 | 50 | 50	jmdict
多用	15	31	15 | 15 | 15 31	corpus
多色	18	19	18 | 18 | 18 19	jmdict
多角	18	19	18 | 18 | 19	jmdict
多項式	19	10	19 | 19 | 10	corpus
夜具	42	40	42 | 40 42 | 42	jmdict
夜勤	38	16	38 | 38 | 16 38	jmdict
夜回り	33	15 31 35	33 | 31 35 | 15 33	jmdict
夜学	33	32	32 33 | 33 | 33	jmdict
夜景	50	17	50 | 50 | 17 50	jmdict
夜行	15	16	15 16 | 15 | 15	jmdict
夜行性	13	53	13 | 13 53 | 13	jmdict
夜話	31 32	33	31 32 | 31 33 | 31 32	jmdict
夜逃げ	15	35 37	15 | 15 37 | 15 35	jmdict
夜遊び	33	35	33 | 33 | 33 35	jmdict
夢幻	10	13 30	10 30 | 13 | 10	jmdict
大きな進歩	15	13	13 15 | 15 | 15	corpus
大さじ	45	19	45 | 45 | 19 45	jmdict
大した	19	13	13 | 19 | 19	corpus
大の月	16	19	16 | 16 | 16 19	corpus
大乱	15	10	15 | 10 15 | 15	jmdict
大佐	24	36	24 | 24 | 24 36	jmdict
大使	24	36	24 | 24 | 24 36	corpus
大便	56	57	56 | 56 57 | 56	jmdict
大入り	37	19	37 | 19 37 | 37	jmdict
大全	32	31	31 32 | 32 | 32	jmdict
大典	33	36	33 | 33 | 33 36	jmdict
大判	19 40	37	37 40 | 19 | 19 40	jmdict
大助かり	13	30	13 | 13 30 | 13	jmdict
大勝	10	13 14 15	10 15 | 10 | 13 14	jmdict
大募集	31 38	35	31 38 | 35 | 31 38	jmdict
大勢	19 20	10	19 20 | 10 19 | 19 20	corpus
大卒	24	33	24 | 24 33 | 24	jmdict
大口	24	37	37 | 24 | 24	jmdict
大同	10	13 35	10 | 10 35 | 13	jmdict
大味	13	18	13 | 13 | 13 18	jmdict
大器	20	40	20 | 40 | 20	jmdict
大型	19	18	18 19 | 19 | 19	corpus
大声	31	56	31 | 31 | 31 56	jmdict
大変	13	14 19	13 14 | 13 | 13 19	jmdict
大好評	13	31	13 31 | 13 | 13	jmdict
大学院	27	33	27 | 27 | 27 33	corpus
大安	16	33	16 33 | 16 | 16	jmdict
大将	24	25 36	24 36 | 24 25 | 24	jmdict
大尉	24	25	24 25 | 24 | 24	jmdict
大局	10	13 30	10 13 | 10 30 | 10	jmdict
大師	24	33	24 | 24 | 24 33	jmdict
大引け	37	38	37 38 | 37 | 37	jmdict
大当たり	10	19	10 | 10 19 | 10	jmdict
大往生	57	15	57 | 15 57 | 57	jmdict
大急ぎ	19	16	16 19 | 19 | 19	jmdict
大成	15	38	15 38 | 15 | 15	jmdict
大戦	36	15	36 | 15 36 | 36	jmdict
大所帯	20	21 27	20 | 20 21 | 20 27	jmdict
大敗	13	10 15	13 | 13 | 10 15	jmdict
大文字	31	19	19 | 31 | 31	corpus
大時代	13	16 33	13 33 | 13 | 16	jmdict
大晦日	16	33	16 | 16 33 | 16	jmdict
大本	10	27	27 | 10 | 10	jmdict
大海	50	52	50 | 50 | 50 52	jmdict
大物	20	24	20 | 20 | 20 24	jmdict
大砲	45	40	40 45 | 45 | 45	jmdict
大社	44	27	27 44 | 44 | 44	jmdict
大祭	33	35	33 35 | 33 | 33	jmdict
大穴	17	19 37	17 | 17 37 | 17 19	jmdict
大空	52	17	52 | 17 52 | 52	jmdict
大笑い	30	35	30 35 | 30 | 30	jmdict
大筋	10	18	10 | 10 | 10 18	jmdict
大粒	19	54	19 | 19 54 | 19	jmdict
大統領	24 36	20	20 36 | 24 36 | 24 36	corpus
大綱	10	31 34	10 | 10 34 | 10 31	jmdict
大群	19	55	19 | 19 | 19 55	jmdict
大義	34	30	34 | 34 | 30 34	jmdict
大義名分	34	10	34 | 34 | 10 34	jmdict
大胆	13	30	30 | 13 | 13	jmdict
大臣	24	36	24 | 24 | 24 36	jmdict
大船	40	17	40 | 17 | 40	jmdict
大蒜	43	54	43 | 43 54 | 43	jmdict
大蔵	27	37	27 | 27 | 27 37	jmdict
大衆性	13	19	13 | 13 | 13 19	jmdict
大衆文学	32	33	32 | 32 33 | 32	jmdict
大観	32	30	30 | 32 | 32	jmdict
大豆	54	43	43 54 | 54 | 54	jmdict
大車輪	15 32	45	15 32 | 15 | 32 45	jmdict
大軍	20	14 19	20 | 14 20 | 19 20	jmdict
大輪	18	19 54	18 19 | 18 54 | 18	jmdict
大逆	34 36	10	34 36 | 34 36 | 10 36	jmdict
大道	17	33 47	17 33 | 17 | 17 47	jmdict
大野	26	17	26 | 17 26 | 26	jmdict
大量殺人	15	10	15 | 10 15 | 15	jmdict
大量消費	37	19 38	19 | 37 | 37 38	corpus
大陸	52	17 26	17 52 | 26 52 | 52	corpus
大隊	27	36	27 | 27 36 | 27	jmdict
大集合	35	15	15 35 | 35 | 35	jmdict
大雪	50	16	16 50 | 50 | 50	jmdict
大願	30	34	30 | 30 34 | 30	jmdict
大食	33	43	43 | 33 | 33	jmdict
大麦	54	43	43 54 | 54 | 54	jmdict
大麻	54	43	54 | 54 | 43 54	corpus
大黒柱	20 44	56	44 56 | 20 | 20 44	jmdict
天下り	36	37	36 37 | 36 | 36	jmdict
天下一品		11 13 27	13 | 11 | 27	jmdict
天動説	32 50	10	32 50 | 32 50 | 10 32	jmdict
天台		26 27 33 44	27 | 26 44 | 33	jmdict
天命	10 57	13	10 57 | 13 57 | 10 57	jmdict
天国	50	17 26	17 | 26 50 | 50	jmdict
天地	17 50	52	17 50 | 17 50 | 17 52	jmdict
天堂		17 26 50	26 | 17 | 50	corpus
天寿	57	16	16 57 | 57 | 57	jmdict
天文	32 50	33 52	32 50 | 32 52 | 33 50	jmdict
天文台	44	27 45	44 45 | 44 | 27 44	jmdict
天日	16 50	52	50 52 | 16 50 | 16 50	jmdict
天然ガス	41 50	51	41 50 | 41 50 | 51	jmdict
天然温泉	50	17	50 | 17 50 | 50	jmdict
天然記念物	33 53 54	55	33 | 33 53 54 | 33 53 54 55	jmdict
天狗	53	55	53 | 53 | 53 55	jmdict
天王山	17	10	17 | 17 | 10 17	jmdict
天理	33	26 30	33 | 26 33 | 30	jmdict
天皇	20 36	25	20 36 | 20 25 36 | 20 36	jmdict
天神	26 33	53	26 33 | 33 | 26 53	jmdict
天童	26	20	20 | 26 | 26	jmdict
天職	24 30	38	24 30 | 38 | 24 30	jmdict
天鵞絨	40 41	42	40 42 | 41 | 40 41	jmdict
太公望	24	20	24 | 24 | 20 24	jmdict
太刀打ち	35	15	35 | 35 | 15 35	jmdict
太平洋	52	17 26	17 52 | 52 | 26 52	corpus
太閤	36	20 24 25	25 | 24 36 | 20 36	jmdict
太陽電池	45	50	45 50 | 45 | 45	jmdict
太鼓	45	32	45 | 45 | 32 45	jmdict
太鼓判	31 34	30	34 | 30 31 | 31 34	jmdict
夫妻	21	20	21 | 21 | 20 21	jmdict
失地	17 47	36	17 47 | 17 36 | 17 47	jmdict
失恋	30	13 35	30 | 30 35 | 13 30	jmdict
失明	57	15	57 | 15 57 | 57	jmdict
失業	38	15 34	15 38 | 38 | 34 38	jmdict
失火	15	50	15 | 15 50 | 15	jmdict
失神	57	15	15 57 | 57 | 57	jmdict
失禁	15 57	56	15 56 | 15 57 | 15 57	jmdict
失笑	30	31	30 | 30 | 30 31	jmdict
失職	15	24 38	15 | 24 38 | 15	corpus
失調	15	13 57	13 15 | 15 57 | 15	jmdict
失跡	12	15	12 | 12 | 12 15	jmdict
失速	15	14	15 | 15 | 14 15	jmdict
奇問	31	10	10 31 | 31 | 31	jmdict
奇形	18	57	18 57 | 18 | 18	jmdict
奉仕	35	34	34 35 | 35 | 35	jmdict
奉公	25 38	35	38 | 25 35 | 25 38	jmdict
奉納	35	33	35 | 35 | 33	jmdict
奏法	32	30	32 | 32 | 30 32	jmdict
奏者	24	32	24 32 | 24 | 24	jmdict
契機	16	15	16 | 15 16 | 16	corpus
奔走	15	35	15 | 15 | 15 35	jmdict
奥山	17 47	50	17 47 | 17 47 | 17 50	jmdict
奥方	21	20	20 21 | 21 | 21	jmdict
奥行き	19	17	19 | 19 | 17 19	jmdict
奨励	34	30	30 34 | 34 | 34	jmdict
奨学	34 37	33	33 | 34 37 | 34 37	jmdict
奨学金	37	34	37 | 34 37 | 37	jmdict
奪三振	15	33	15 | 33 | 15	jmdict
奮闘	15	30	15 | 15 30 | 15	jmdict
女体	56	20	20 56 | 56 | 56	jmdict
女史	20	24	20 | 20 | 20 24	jmdict
女声	56	18 31	31 | 56 | 18 56	jmdict
女子高生	20	24	20 | 20 24 | 20	jmdict
女学校	27	33 44	27 33 | 27 | 27 44	jmdict
