word	kept	dropped	passes	tier
府	26	27	26 | 26 | 26 27	corpus
府立	26	27	27 | 26 | 26	jmdict
度付き	19	42	19 | 42 | 19	corpus
座	17 52	27 40	17 27 52 | 17 40 52 | 17	corpus
座り	18	15 56	18 | 15 18 | 56	jmdict
座禅	30	33	30 | 30 33 | 30	jmdict
庭	47	17	47 | 47 | 17 47	corpus
庶民	20	25	20 | 25 | 20	jmdict
廃園	15	47	47 | 15 | 15	jmdict
廃校	15 27	44	27 | 15 44 | 15 27	jmdict
廃案	30	10	30 | 30 | 10	jmdict
廃棄物	51	40	51 | 40 | 51	corpus
廃棄物処理	15	38	15 | 38 | 15	corpus
廃船	40	45	40 | 40 | 45	jmdict
廃車	15 45	40	15 45 | 15 40 | 15 45	jmdict
廉価	37	13	37 | 37 | 13	jmdict
建具	44	45	44 | 45 | 44	jmdict
建国	15	26 33	15 | 15 26 | 15 33	jmdict
建築	38 44	32	44 | 38 44 | 32 38 44	corpus
建築学	32	33	32 | 33 | 32	jmdict
建設省	27	36	27 36 | 27 | 27	jmdict
建議	31	30 36	31 36 | 31 | 30	jmdict
弁	45	31 43 54	45 | 45 | 31 43 45 54	corpus
弁天	33	20	33 | 20 | 33	jmdict
弁護	35	34	35 | 34 35 | 35	corpus
弊社	27	25	27 | 27 | 25 27	jmdict
式次第	30	33	30 | 30 33 | 30	jmdict
式部	24	25 27	24 | 25 27 | 24	jmdict
弔い合戦		10 15 35	10 | 35 | 15	jmdict
弔電	31 35	40	31 35 | 31 40 | 31 35	jmdict
引	15	35	15 | 35 | 15	corpus
引き	15	37	15 | 15 37 | 15	corpus
引き伸ばし	15	16	15 | 15 | 15 16	corpus
引き出し	15 37 45	30 31 44	15 30 37 44 | 31 37 45 | 15 37 45	corpus
引き分け		10 13 15	10 | 13 | 15	jmdict
引き取り	15	37	15 | 37 | 15	corpus
引き合い	31	15 37	31 | 31 | 15 31 37	corpus
引き抜き	15	35 38	15 38 | 15 35 | 15	jmdict
引き換え	37	35	37 | 35 37 | 37	corpus
引き算	19	30	19 | 30 | 19	jmdict
引き継ぎ	15	35	15 | 15 | 15 35	corpus
引き込み線		17 41 45	45 | 41 | 17	jmdict
引け	15 16	13 37	37 | 15 16 | 13 15 16	corpus
引っかかり	13	15	13 | 15 | 13	corpus
引導	33	35	33 | 33 | 33 35	jmdict
引数	30	19	30 | 19 | 30	corpus
引明	16	10	10 | 16 | 16	corpus
引火	15	50	15 50 | 15 | 15	jmdict
引率	15	35	15 35 | 15 | 15	jmdict
弦	18 45	41	18 45 | 18 45 | 41	jmdict
弱まり	15	14	15 | 15 | 14 15	jmdict
弱体	13	14	13 | 14 | 13	jmdict
弱気	30	13	13 30 | 30 | 30	jmdict
弱火	46	50	50 | 46 | 46	jmdict
弱点	13	14	14 | 13 | 13	corpus
弱腰	13	30	13 | 30 | 13	jmdict
弱音	31	30 50	31 50 | 30 | 31	jmdict
張	19	14	19 | 19 | 14	corpus
張り出し	18	17 44	17 18 | 18 44 | 18	jmdict
張り合い	30	35	30 | 30 | 30 35	jmdict
張り子	40	41	40 41 | 40 | 40	jmdict
張り紙	40	31	40 | 40 | 31 40	jmdict
張本	24	10	24 | 10 24 | 24	corpus
張本人	20	24	20 | 20 | 24	jmdict
強み	14	13	14 | 13 14 | 14	jmdict
強制		14 15 36	36 | 15 | 14	corpus
強壮	14	13 56	14 | 13 | 14 56	jmdict
強奪	37	15	15 37 | 37 | 37	jmdict
強引	14	13	14 | 13 | 14	jmdict
強弱	14	19	14 | 14 19 | 14	jmdict
強打	15	14	15 | 15 | 14 15	jmdict
強火	50	14	14 50 | 50 | 50	jmdict
強烈	14	13 19	14 19 | 14 | 13	jmdict
強盗	10 24	20	10 24 | 10 20 | 10 24	jmdict
強硬策	30	36	30 | 30 | 30 36	corpus
強行採決	36	15	36 | 36 | 15 36	jmdict
強要	34	36	34 | 34 | 36	corpus
強靭	14	13	14 | 13 | 14	jmdict
弾き	32	15	32 | 32 | 15	jmdict
弾性	13	51	51 | 13 | 13	jmdict
弾痕	18	51	18 | 18 | 18 51	jmdict
当	13	10	13 | 10 | 13	corpus
当たり	10	13	10 | 10 | 13	corpus
当事者	22	20	22 | 20 | 22	corpus
当局	27	36	27 | 27 | 36	corpus
当番	24	34	34 | 24 | 24	jmdict
当確	13	10 36	10 13 | 13 36 | 13	jmdict
当落	10	13	13 | 10 | 10	jmdict
形質	13	18	13 | 13 | 18	jmdict
形骸化	15	13	15 | 15 | 13 15	corpus
彫像	32	40	32 40 | 32 | 32	jmdict
彫刻	32	40	32 40 | 32 | 32	jmdict
影武者	24	20	24 | 24 | 20	jmdict
彷彿	30	18	30 | 18 30 | 30	jmdict
役	30 34	32	32 34 | 30 34 | 30	corpus
役人	24	25	24 25 | 24 | 24	jmdict
役割		13 30 34	30 | 34 | 13	corpus
役名	32	31	31 | 32 | 32	jmdict
役回り	30	24	30 | 24 | 30	jmdict
彼ら	20	22	22 | 20 | 20	corpus
彼女	20	22	20 | 20 | 20 22	jmdict
彼岸	16	33	16 33 | 16 | 16	jmdict
往時	16	33	16 | 16 | 16 33	jmdict
往診	15	35	15 35 | 15 | 15	jmdict
待ちぼうけ	13	15	13 | 15 | 13	jmdict
待命	13	15	15 | 13 | 13	jmdict
待避線	17	45	17 45 | 17 | 17	jmdict
律	34	32	34 | 32 34 | 34	corpus
後	16	17	16 | 16 17 | 16	corpus
後ろ向き	13 17	30	17 30 | 13 17 | 13 17	jmdict
後ろ盾	22	30	30 | 22 | 22	jmdict
後列	17	19	17 19 | 17 | 17	jmdict
後半生	16	57	16 57 | 16 | 16	jmdict
後始末	15	30	15 | 30 | 15	corpus
後手		15 22 30	30 | 15 | 22	jmdict
後段	16	15	15 | 16 | 16	corpus
後発	16	13	16 | 13 16 | 16	corpus
後継	15	20 24	15 24 | 15 20 | 15	corpus
後続	15	16	15 | 16 | 15	corpus
後編	32	15 16 18	16 18 | 32 | 15 32	jmdict
後述	31	16	16 31 | 31 | 31	corpus
後退	15	13	15 | 13 15 | 15	corpus
後進	15 22	13 24	13 15 22 | 15 24 | 22	jmdict
徒	20	22	20 | 20 | 22	corpus
従属	13	25	13 | 13 | 25	jmdict
従軍	15	38	15 | 38 | 15	jmdict
従順	13	30	13 | 13 30 | 13	jmdict
得	37	13	13 37 | 37 | 37	corpus
得意先	22	37	22 | 22 37 | 22	jmdict
得撒		10 24 30	24 | 10 | 30	jmdict
得用	13	30	30 | 13 | 13	corpus
御三家	11	21	11 | 11 | 21	jmdict
御上	36	25	36 | 36 | 25	corpus
御側	17	24 25	17 25 | 24 | 17	corpus
御免	35	34	34 35 | 35 | 35	jmdict
御回		15 19 24	19 | 15 | 24	corpus
御曹司	21	20	21 | 20 | 21	jmdict
御用	38	35	38 | 35 | 38	corpus
御用邸	44	25	25 44 | 44 | 44	jmdict
御田	43	47	43 | 47 | 43	jmdict
御神籤	40	33	40 | 40 | 33 40	jmdict
御苑	47	17	47 | 17 | 47	jmdict
御飾り	40	20 24	24 40 | 20 40 | 40	jmdict
復交	35	36	35 | 36 | 35	jmdict
復学	15	33	15 | 15 | 15 33	jmdict
復権	34	15 36	34 | 34 36 | 15 34	jmdict
復調	15	13	15 | 13 15 | 15	jmdict
微弱	14	19	14 | 14 19 | 14	jmdict
徳利	45	40	40 | 45 | 45	jmdict
徳義		13 30 34	30 | 34 | 13	jmdict
徳行	13	30 33	13 | 13 30 | 33	jmdict
徴兵	36	34	36 | 36 | 34	jmdict
徴集	15 36	34	34 36 | 15 | 15 36	jmdict
徹底	19	13	13 | 19 | 19	corpus
心不全	57	56	57 | 56 | 57	jmdict
心変わり	30	15	30 | 15 30 | 30	jmdict
心臓病	57	56	56 | 57 | 57	jmdict
心血	30	56	30 56 | 30 | 30	jmdict
心身症	57	56	57 | 56 | 57	jmdict
心遣い	30	35	30 | 30 | 30 35	jmdict
心霊	30	50 57	30 50 | 30 | 57	jmdict
必携	40	34	40 | 34 | 40	jmdict
必殺	14	15 57	14 | 14 57 | 15	jmdict
必然	10	13	10 | 13 | 10	jmdict
必要性	13	30	30 | 13 | 13	corpus
必読	34	31	34 | 34 | 31	jmdict
必需	13	19	13 | 13 | 19	jmdict
必須	34	13	34 | 34 | 13	corpus
必須条件	10	34	10 | 10 | 10 34	jmdict
忌避	30	15	15 30 | 30 | 30	jmdict
忍び	15 24	30	15 24 | 15 24 | 30	corpus
志士	20	24	20 | 24 | 20	jmdict
応召	34	15 35	34 | 35 | 15 34	jmdict
応戦	15	35	15 | 15 | 15 35	jmdict
応答	31	35	31 | 31 | 35	corpus
忠告	31	30	31 | 31 | 30	jmdict
忠臣	25	24	24 25 | 25 | 25	jmdict
忠誠	30	34	30 | 30 34 | 30	jmdict
快作	32	13	13 32 | 32 | 32	jmdict
快勝	13	10	13 | 13 | 10	jmdict
快投	15	13	15 | 15 | 13	jmdict
快方	13	15	13 | 13 | 15	jmdict
快速	19	15 45	15 19 | 45 | 19	jmdict
念入り	13	30	30 | 13 | 13	jmdict
念書	34	31	34 | 34 | 31 34	jmdict
思い出話	31	30	30 31 | 31 | 31	jmdict
思い切り	19	14 30	14 19 | 19 30 | 19	jmdict
思春期	16	57	16 | 16 57 | 16	jmdict
怠け者	24	20	20 | 24 | 24	jmdict
怠り	30	15	15 | 30 | 30	jmdict
急ピッチ	19	15	19 | 15 | 19	jmdict
急務	34	38	34 | 38 | 34	corpus
急患	20	56	20 56 | 20 | 20	jmdict
急所	30 56	10	30 56 | 30 56 | 10 56	jmdict
急行	45	15	45 | 45 | 15 45	jmdict
急襲	15	14	15 | 14 15 | 15	jmdict
急速	19	14	19 | 14 | 19	jmdict
性別	20	13	13 | 20 | 20	corpus
性向	13	30	13 | 13 | 30	corpus
性急	13	30	30 | 13 | 13	jmdict
性能	13	14	13 | 14 | 13	corpus
性行	30	33	33 | 30 | 30	jmdict
怨霊	12	20	20 | 12 | 12	jmdict
怪文書	31	32	31 | 32 | 31	jmdict
怪獣	55	53	55 | 55 | 53	jmdict
恋文	31	32	31 | 31 32 | 31	jmdict
恐れ	30	13	13 30 | 30 | 30	corpus
恐喝	37	36	37 | 37 | 36 37	corpus
恒久	16	13	16 | 16 | 13	corpus
恥さらし	13 20	10	13 20 | 10 20 | 13	jmdict
恥知らず	20	13	20 | 20 | 13 20	jmdict
恩	35	30	35 | 35 | 30 35	corpus
恩典	34	13	13 34 | 34 | 34	jmdict
恩義	34	30 35	30 35 | 34 | 34	jmdict
恩賜	37	25 40	40 | 37 | 25 37	jmdict
恩赦	36	34	34 36 | 36 | 36	jmdict
息抜き	30	33	30 | 30 | 33	jmdict
恵比寿	26 33	20	33 | 20 26 | 26 33	jmdict
悠々自適	33	13	33 | 33 | 13	jmdict
悪事	10	13	10 | 10 | 10 13	jmdict
悪口	31	35	31 | 31 | 31 35	jmdict
悪役	24	20 32	20 32 | 24 | 24	jmdict
悪戦苦闘		14 15 30	15 | 14 | 30	jmdict
悪戯	15	10	10 | 15 | 15	jmdict
悪法	34	13 36	34 36 | 13 34 | 34	jmdict
悪霊	12	33 53	12 | 12 | 33 53	jmdict
悪魔	12	53	12 | 53 | 12	jmdict
悲しげ	30	13	30 | 30 | 13	jmdict
悲鳴	31	30	31 | 31 | 30 31	corpus
情事	35	10	10 35 | 35 | 35	jmdict
情報処理	30	15	30 | 15 30 | 30	jmdict
情報収集	31	30	31 | 31 | 30 31	corpus
情報技術	38	30	30 | 38 | 38	corpus
情報源	10	31	10 | 31 | 10	corpus
情実	35	30	35 | 30 35 | 35	jmdict
情景	18	13	13 | 18 | 18	jmdict
情状酌量	30	34	34 | 30 | 30	jmdict
情緒障害	30	13	30 | 30 | 13 30	jmdict
惜敗	13	10	10 | 13 | 13	jmdict
惨事	10	13	10 | 13 | 10	jmdict
惨劇	10	13	10 | 10 | 10 13	jmdict
惨敗	13	10	13 | 13 | 10 13	jmdict
惰性	14	30	14 30 | 14 | 14	jmdict
意味	30	10	10 | 30 | 30	corpus
意思表示	30 31	34	30 31 | 30 31 | 31 34	jmdict
意気	30	14	30 | 30 | 14 30	jmdict
意気盛ん	14	13 30	13 | 14 30 | 14	jmdict
愚直	13	30	13 | 13 | 30	jmdict
愚行	15	10	10 | 15 | 15	jmdict
愚連隊	22	27	27 | 22 | 22	jmdict
愛弟子	24	22	24 | 24 | 22	jmdict
愛想	35	30	30 35 | 35 | 35	jmdict
愛煙家	24	20	24 | 20 | 24	jmdict
愛用	30	15	30 | 30 | 15 30	corpus
愛車	45	30 40	30 45 | 45 | 40	jmdict
愛鳥	30	55	30 55 | 30 | 30	jmdict
感光	15	50	15 50 | 15 | 15	jmdict
感化	15	30	15 | 30 | 15	jmdict
感染	57	15	57 | 15 57 | 57	corpus
感電	50 56	15	50 56 | 50 | 15 56	jmdict
慈善	35	33	35 | 33 | 35	jmdict
慈眼	30	56	56 | 30 | 30	jmdict
慎重	13	30	13 | 30 | 13	corpus
慣れっこ	13	30	13 | 13 | 30	jmdict
慣用	33	31	33 | 31 33 | 33	jmdict
慶弔	33	35	33 35 | 33 | 33	jmdict
慶祝	35	33	35 | 33 | 35	jmdict
憤死	57	30	57 | 30 57 | 57	jmdict
憲法	36	34	36 | 34 36 | 36	jmdict
懇切	13	35	13 | 13 35 | 13	jmdict
懇話	35	31	35 | 31 35 | 35	jmdict
懇請	31	35	31 | 35 | 31	jmdict
懇願	31	35	31 | 31 | 31 35	jmdict
懐	37 56	42	37 56 | 37 42 56 | 37 56	corpus
懐刀	24 45	22	24 45 | 22 45 | 24 45	jmdict
懐石料理	43	33	33 43 | 43 | 43	jmdict
懲役	36	34	36 | 36 | 34	corpus
懲戒	34	36	34 | 36 | 34	jmdict
懲罰	36	34	36 | 34 | 36	jmdict
懸命	13	14 30	14 30 | 13 | 13	jmdict
戌	55	16 17	55 | 55 | 16 17 55	jmdict
成人向け		13 20 33	13 | 20 | 33	corpus
成仏	33 57	15	15 33 | 33 57 | 33 57	jmdict
成分	51	11 41	11 51 | 41 | 51	corpus
成吉思汗	20 43	25	20 25 43 | 20 43 | 20	jmdict
成層	18	50	50 | 18 | 18	corpus
成年	16	57	57 | 16 | 16	corpus
成形	15	18	15 18 | 15 | 15	jmdict
成果	10	13	10 | 10 | 10 13	corpus
成熟	15	57	15 | 15 57 | 15	corpus
成物	43	54	43 | 43 | 54	corpus
我儘	30	13	13 | 30 | 30	jmdict
戒め	30	34	30 34 | 30 | 30	jmdict
戒名	33	20	20 33 | 33 | 33	jmdict
戒告	35	31	31 | 35 | 35	jmdict
戦		10 33 36	33 | 36 | 10	corpus
戦争	26	33	26 | 26 | 33	corpus
戦国	33	16	33 | 16 33 | 33	jmdict
戦域	26	17	26 | 26 | 17	jmdict
戦敗	15	26	15 26 | 15 | 15	jmdict
戦果	10	36	10 | 36 | 10	jmdict
戦火	36	50	36 | 50 | 36	jmdict
戦災	10	33	10 | 33 | 10	jmdict
戦禍	13	10	13 | 10 | 13	jmdict
戦績	10	13	10 | 13 | 10	jmdict
戦跡	33	17	33 | 17 33 | 33	jmdict
戦闘	15	36	15 | 36 | 15	jmdict
戴冠式	33	36	33 | 33 | 33 36	jmdict
戸	44	40	40 44 | 44 | 44	corpus
戸口	44	17	44 | 17 44 | 44	jmdict
戸板	44	40	40 | 44 | 44	jmdict
戸棚	45	44	44 | 45 | 45	jmdict
戻し	15	37	15 | 15 37 | 15	corpus
所作	15	30	15 | 30 | 15	jmdict
所在	17	12	17 | 12 17 | 17	corpus
所有	37	34	37 | 34 | 37	corpus
所期	13	30	13 | 13 | 30	jmdict
所産	10	15	10 | 15 | 10	jmdict
所要	16	19	16 19 | 16 | 16	corpus
所論	30	31	30 | 30 31 | 30	jmdict
扇動	35	15 36	35 | 35 36 | 15	corpus
手すり	45	44	45 | 45 | 44	jmdict
手の内	30	17 56	30 56 | 17 30 | 30	jmdict
手中	37	36	37 | 36 | 37	jmdict
手仕事	38	32	38 | 32 38 | 38	jmdict
手伝い	35	24 30	24 35 | 35 | 30	jmdict
手作業	38	30	38 | 30 | 38	corpus
手分け	30	35	30 | 30 | 35	jmdict
手加減	19	14 30	19 30 | 14 | 19	jmdict
手塩	30 43	45	43 45 | 30 43 | 30 43	jmdict
手始め	15	16	15 16 | 15 | 15	jmdict
手引き	30	40	30 | 30 | 30 40	corpus
手引書	32 40	30	32 40 | 32 | 30 40	jmdict
手形	37 56	18	18 37 | 37 56 | 37 56	jmdict
手応え	35	13 30 56	13 35 56 | 30 | 35	jmdict
手打ち	35	15 43	35 43 | 35 | 15 35	jmdict
手投げ弾	45	40	40 | 45 | 45	jmdict
手拍子	32	35	32 | 35 | 32	jmdict
手振り		30 31 35	35 | 31 | 30	jmdict
手掛		15 38	38 | 15	corpus
手掛け	15	45	15 | 15 | 45	corpus
手控え	30 31	40	31 | 30 31 40 | 30 31	jmdict
手数	19	30	19 | 19 30 | 19	corpus
手書	32	31	31 | 32 | 32	corpus
手洗い	15	44	15 | 15 44 | 15	jmdict
手織り	33	15	33 | 33 | 15	jmdict
手習い	33	30 32	33 | 33 | 30 32	jmdict
手腕	14	30	30 | 14 | 14	jmdict
手芸	32	33	32 | 32 33 | 32	jmdict
手薄	13	19	13 | 13 19 | 13	corpus
手製	18	32 40	32 | 18 | 18 40	corpus
手触り	56	13 18	13 56 | 56 | 18	jmdict
手足	56	24	56 | 24 56 | 56	jmdict
手遅れ	16	13	16 | 13 | 16	jmdict
手間	14	19	14 | 14 | 19	corpus
才	30	14 19	19 30 | 14 | 30	jmdict
才人	24	20	24 | 24 | 20	jmdict
打ち出し	31	15	31 | 15 31 | 31	corpus
打ち合わせ	35	31	35 | 35 | 31 35	jmdict
打ち消し	31	10 15	10 | 31 | 15 31	jmdict
打ち込み	15	31 32	15 31 32 | 15 | 15	jmdict
打撃	14	13 15	13 14 | 14 15 | 14	corpus
打楽器	45	32	32 45 | 45 | 45	jmdict
打線	33	18	33 | 18 | 33	jmdict
打診	35	31	35 | 31 | 35	jmdict
打順	19	18	19 | 18 | 19	jmdict
托鉢	33	37	33 | 33 37 | 33	jmdict
扱い	15	30	15 | 15 | 30	corpus
批評		30 31 32	31 | 32 | 30	corpus
承継	15	34	15 34 | 15 | 15	jmdict
承諾	34	35	34 | 35 | 34	jmdict
技法	30	32	30 | 30 | 30 32	corpus
抄本	40	31	31 40 | 40 | 40	jmdict
抑	15	36	36 | 15 | 15	jmdict
抑圧	36	14	14 36 | 36 | 36	jmdict
抑止	15	30	15 | 30 | 15	corpus
抑留	36	15	36 | 15 | 36	jmdict
投入	15	37	15 | 15 | 15 37	corpus
投手戦	10	33	33 | 10 | 10	jmdict
投書	31	32	31 | 31 | 31 32	jmdict
投獄	15	36	15 | 15 | 36	jmdict
投票箱	45	40	45 | 40 | 45	jmdict
抗体	51	56	51 | 56 | 51	jmdict
抗戦	15	36	15 | 15 | 15 36	jmdict
抗生物質	51	41	41 | 51 | 51	jmdict
抗議	35	31	35 | 31 35 | 35	corpus
折り	16 18	15	16 18 | 15 16 18 | 16 18	corpus
折り返し点	17	15	17 | 17 | 15 17	jmdict
折半	19	15	19 | 15 | 19	jmdict
折角	30	13	30 | 30 | 13	jmdict
抜き打ち		13 15 30	15 | 13 | 30	jmdict
抜け目	10 30	17	10 17 30 | 30 | 10	jmdict
抜け穴	17 34	13	17 34 | 34 | 13 17	corpus
抜粋	32	15	32 | 15 32 | 32	jmdict
抱き合わせ	37	38	37 | 38 | 37	corpus
抱っこ	15	35 56	35 56 | 15 | 15	jmdict
抵当	37	34	37 | 34 37 | 37	jmdict
抵当権	34	37	34 | 34 | 34 37	jmdict
抵抗	14	30 50	14 | 14 30 50 | 14	jmdict
抵触	34	10 15	15 34 | 34 | 10 34	jmdict
押え		30 36 45	30 | 36 | 45	corpus
押さえ	30	14	14 30 | 30 | 30	corpus
押し出し	15	18	15 | 15 | 15 18	jmdict
押し売り	37	24	37 | 24 37 | 37	jmdict
抽出し	15	45	15 | 15 | 45	corpus
抽選	15	30	15 | 30 | 15	jmdict
担当	38	24	38 | 38 | 24 38	corpus
拉丁	23	31 33	23 | 31 | 23 33	jmdict
拍	32	16 19	16 19 | 32 | 32	corpus
拍子	32	18	32 | 32 | 18 32	jmdict
拍車	15 45	14	14 45 | 15 45 | 15 45	jmdict
拒否	35	15	35 | 15 35 | 35	corpus
拒絶	35	30	30 | 35 | 35	jmdict
拓	15	47	15 | 15 | 47	corpus
拓本	32	40	32 | 32 40 | 32	jmdict
拘束	15	34 36	34 36 | 15 | 15	corpus
拘留	36	15	36 | 15 | 36	jmdict
拘禁	15	36	15 | 15 | 36	jmdict
拘置	15	36	36 | 15 | 15	jmdict
拙守	13	15	13 | 13 | 15	jmdict
招	15	35	15 | 15 35 | 15	corpus
招集	35	15	35 | 35 | 15	jmdict
拝見	30	35	35 | 30 | 30	jmdict
拡大	15	19	15 | 15 | 15 19	corpus
括弧	31	18 40	18 40 | 31 | 31	jmdict
拳法	33	30	33 | 30 | 33	jmdict
拷問	15	35	15 | 15 | 35	jmdict
拾	15	19	19 | 15 | 15	corpus
持	37	30	37 | 30 | 37	corpus
持ち	37	16	16 | 37 | 37	corpus
持ちきり	31	10	10 | 31 | 31	jmdict
持ち主	24	20	20 | 24 | 24	jmdict
持ち分	19 37	34	19 37 | 34 37 | 19 37	jmdict
持ち合い	37	14	14 37 | 37 | 37	jmdict
持ち回り	15	35	15 | 15 35 | 15	jmdict
持ち帰り	43	15	43 | 15 43 | 43	jmdict
持ち逃げ	37	15	37 | 15 37 | 37	jmdict
持病	57	56	57 | 57 | 56	jmdict
持続性	13	15	15 | 13 | 13	corpus
指名	31	35	31 | 35 | 31	jmdict
指向	17	30	17 | 30 | 17	jmdict
指図	36	30	36 | 36 | 30	jmdict
指圧	30	56	30 | 30 | 56	jmdict
指定	30	15	30 | 30 | 15	corpus
指導者	24	36	24 36 | 24 | 24	jmdict
指折り	13 19	30	13 19 | 13 19 | 30	jmdict
指数関数	19	30	19 | 30 | 19	corpus
指標	19	13	19 | 19 | 13 19	corpus
挙	15	31	31 | 15 | 15	corpus
挙党	27	36	27 | 36 | 27	jmdict
挙動	13	15	13 | 13 15 | 13	corpus
挙行	15	33	15 | 33 | 15	jmdict
挟殺	15	33	15 | 15 | 33	jmdict
挨拶	35	31	35 | 31 35 | 35	jmdict
挫折	13	15	15 | 13 | 13	jmdict
振	15	18	15 | 15 | 15 18	corpus
振り	15 18	30	18 | 15 18 30 | 15 18	corpus
振り子	45	50	45 50 | 45 | 45	jmdict
振る舞い	13	30	13 | 13 | 30	corpus
挺身	15	30	30 | 15 | 15	jmdict
挿話	32	10	10 32 | 32 | 32	jmdict
捕	15	24	24 | 15 | 15	corpus
捕捉	15	30	15 | 15 | 15 30	corpus
捕者	20	24	20 | 20 | 24	corpus
捜査	30	15	15 | 30 | 30	corpus
捜索隊	27	22 24	27 | 22 24 | 27	jmdict
捨て石	30	41 51	30 41 | 30 | 30 51	jmdict
据え置き	15	13	15 | 13 | 15	corpus
捻挫	56	57	57 | 56 | 56	jmdict
授権	34	36	34 | 34 | 34 36	jmdict
授賞	35	15	35 | 15 | 35	jmdict
排外		13 30 35	35 | 30 | 13	jmdict
排斥	35	15	35 | 15 | 35	jmdict
排日		23 26 36	23 | 36 | 26	jmdict
排泄	15	56	15 | 15 | 56	jmdict
掘り下げ	30	15	30 | 30 | 15	corpus
掛け	37	15	37 | 37 | 15 37	corpus
掛け値	37	10	37 | 10 37 | 37	jmdict
掛け算	19	30	30 | 19 | 19	jmdict
掛け軸	40	32	32 40 | 40 | 40	jmdict
掛け金	37	45	37 | 37 45 | 37	jmdict
採取	37	15	37 | 15 | 37	corpus
採否	30	10	10 | 30 | 30	jmdict
採掘	38	47	38 | 38 | 38 47	corpus
採点	13	19	13 19 | 13 | 13	corpus
採用	15	38	15 | 15 | 38	corpus
採石	38	47	38 47 | 38 | 38	jmdict
採算	37	38	37 | 38 | 37	jmdict
採鉱	38	47	38 | 38 47 | 38	jmdict
採集	15	37	15 37 | 15 | 15	jmdict
探知	15	30	30 | 15 | 15	jmdict
探索	15	30	30 | 15 | 15	corpus
探鉱	38	47	38 47 | 38 | 38	jmdict
接	15	35	35 | 15 | 15	corpus
接受	15	35	15 | 35 | 15	corpus
接地	15	17	15 17 | 15 | 15	jmdict
控	40	24	40 | 40 | 24 40	corpus
控えめ	13	19	13 | 19 | 13	jmdict
控訴裁判所	27	36	27 | 27 36 | 27	corpus
推移的	15	13	15 | 15 | 13	corpus
推薦	31	35	31 | 31 | 31 35	jmdict
推計	30	19	30 | 30 | 19 30	corpus
措置	30	15	15 | 30 | 30	corpus
掲示板	31 40	45	31 45 | 31 40 | 31 40	corpus
掲載	31	32	31 | 32 | 31	corpus
揃	19	15	19 | 15 | 19	corpus
揃え	11	15	15 | 11 | 11	corpus
提案	31	30	31 | 30 | 31	corpus
提起	31	15 34	31 34 | 15 | 31	corpus
換算	15	19	15 | 15 19 | 15	corpus
握	36	15	15 | 36 | 36	corpus
揮発	15	50	15 50 | 15 | 15	corpus
揮発性	13	51	13 | 51 | 13	corpus
援用	31	30	30 | 31 | 31	jmdict
援護	35	15	35 | 35 | 15 35	jmdict
援軍	24	22	24 | 24 | 22	jmdict
揶揄	31	35	35 | 31 | 31	jmdict
揺らぎ	15	13 50	15 | 15 | 13 50	jmdict
損得	37	13	37 | 37 | 13 37	jmdict
携帯	45	15	45 | 45 | 15 45	corpus
搾取	37	15	15 | 37 | 37	corpus
摂取	15	43	15 | 15 43 | 15	jmdict
摂理		10 13 33	33 | 10 | 13	jmdict
撃方	30	15	30 | 15 30 | 30	corpus
操	30	13	13 | 30 | 30	corpus
擦れ擦れ	19	13	19 | 19 | 13	jmdict
擬き	18	11	18 | 11 | 18	jmdict
擬装	18	15	18 | 15 | 18	corpus
支		11 17 18 27	18 | 11 17 | 27	corpus
支え	14	30 45	14 | 30 45 | 14	corpus
支店	27	44	27 | 27 | 27 44	corpus
支度	15	30	15 | 15 | 30	jmdict
支柱	45	40	45 | 40 | 45	jmdict
改ざん	15	10	10 15 | 15 | 15	jmdict
改札	35	45	35 45 | 35 | 35	jmdict
改札口	17	44	44 | 17 | 17	jmdict
改築	15	44	15 | 15 44 | 15	jmdict
改組	15	27	15 27 | 15 | 15	jmdict
改編	15	32	15 | 15 | 15 32	jmdict
改訂版	32	40	32 40 | 32 | 32	jmdict
改革	15	36	15 | 15 36 | 15	corpus
攻め	15	14	15 | 14 | 15	jmdict
攻撃	15	14	14 15 | 15 | 15	corpus
攻略	15	30	30 | 15 | 15	corpus
攻防		14 15 35	14 | 35 | 15	corpus
放し飼い	33	30	33 | 30 | 33	jmdict
放列	18	17	17 18 | 18 | 18	jmdict
放射性	13	50	50 | 13 | 13	jmdict
放熱	15	50	15 50 | 15 | 15	jmdict
放牧	47	15	15 47 | 47 | 47	jmdict
政務次官	25	24	25 | 24 25 | 25	jmdict
政商	24 36	38	24 36 | 24 | 24 36 38	jmdict
政局	36	13	36 | 36 | 13 36	jmdict
政庁	27	36 44	27 36 | 27 44 | 27	jmdict
政府機関	27	36	27 | 27 36 | 27	corpus
政情	13	36	13 | 13 | 13 36	jmdict
政治犯	24	20 36	20 | 24 36 | 24	jmdict
政経	36	26 33	26 33 | 36 | 36	jmdict
故人	20	57	20 | 20 | 20 57	jmdict
故郷	17	26	17 | 17 | 26	jmdict
敏腕	14	13	14 | 14 | 13	jmdict
敏速	15	19	15 | 15 | 19	jmdict
救世		15 30 33	33 | 30 | 15	jmdict
救世主	24	20	24 | 24 | 20	jmdict
救命	15	57	15 57 | 15 | 15	jmdict
救国	15 26	36	15 26 | 15 26 | 36	jmdict
救急	15	13	15 | 15 | 13	jmdict
救急医療	38	33	38 | 38 | 33	jmdict
